time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.position,.velocity,.acceleration
1970/01/01/01:00:00.098000,1,0,98000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.118000,2,0,118000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.138000,3,0,138000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.159000,4,0,159000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.179000,5,0,179000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.201000,6,0,198000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.219000,7,0,219000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.239000,8,0,238000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.259000,9,0,258000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.278000,10,0,278000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.299000,11,0,299000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.321000,12,0,319000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.338000,13,0,338000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.358000,14,0,358000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.380000,15,0,379000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.398000,16,0,398000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.418000,17,0,418000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.438000,18,0,438000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.459000,19,0,458000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.478000,20,0,478000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.514000,21,0,514000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.519000,22,0,519000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.538000,23,0,538000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.558000,24,0,558000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.579000,25,0,578000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.598000,26,0,598000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.618000,27,0,618000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.639000,28,0,638000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.659000,29,0,658000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.678000,30,0,678000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.698000,31,0,698000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.718000,32,0,718000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.739000,33,0,739000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.759000,34,0,758000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.779000,35,0,779000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.798000,36,0,798000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.819000,37,0,818000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.838000,38,0,838000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.859000,39,0,858000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.879000,40,0,878000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.899000,41,0,898000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.918000,42,0,918000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.939000,43,0,938000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.958000,44,0,958000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.979000,45,0,979000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:00.999000,46,0,999000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:01.019000,47,1,19000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:01.039000,48,1,38000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:01.059000,49,1,59000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:01.079000,50,1,79000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:01.099000,51,1,98000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:01.119000,52,1,119000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:01.139000,53,1,139000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:01.159000,54,1,158000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:01.179000,55,1,179000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:01.199000,56,1,198000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:01.219000,57,1,218000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:01.238000,58,1,238000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:01.258000,59,1,258000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:01.280000,60,1,278000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:01.298000,61,1,298000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:01.318000,62,1,318000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:01.339000,63,1,339000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:01.358000,64,1,358000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:01.381000,65,1,378000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:01.401000,66,1,399000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:01.419000,67,1,418000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:01.440000,68,1,438000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:01.458000,69,1,458000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:01.479000,70,1,479000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:01.499000,71,1,498000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:01.519000,72,1,518000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:01.539000,73,1,538000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:01.559000,74,1,558000000,,2.15000009537,0.0,0.0
1970/01/01/01:00:01.578000,75,1,578000000,,2.15000009537,0.0,0.0
